file,participant,condition,conflict_text,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1b,649,control,"My boyfriend got frustrated with me on the phone because I wanted to eat the banana bread that my roommates and I baked together in the middle of our call. He said that I didn't specifically tell him that I was going to like eat and talk with them, so he expected it to be quick. As I was with my roommates in the kitchen I was bombarded with texts from him about how I don't tell him anything, and how I'm taking too long and that I had practically lied. It made me feel terrible, but then I explained to my roommates what was happening and they told me this wasn't right and I needed to stand up for myself. So my boyfriend and I got in this argument about how he makes me feel bad for not telling him everything and how he can be possessive. We were texting back and forth and even my roommates helped me formulate responses trying to explain what the problem was. Which wasn't the best idea because some of the texts sent weren't how I would exactly formulate them. It was so overwhelming because he wouldn't give me space even when I asked, and he really wanted to talk to me on the phone and called me like 20 times. I didn't pick up, and I could tell he was getting scared and possibly having a panic attack. In the end it was an emotional whirlwind but we ended up talking on the phone later that night and cleared things up. He promised he would get better at giving me space and understanding my boundaries, I have yet to see progress.",278,8.67,51.44,58.58,4.21,25.27,15.83,95.68,64.75,25.18,19.06,12.23,1.08,0,4.68,1.08,6.12,4.32,11.87,9.35,6.83,11.51,2.88,22.66,2.88,2.16,3.24,0.36,0.36,5.76,1.8,3.96,1.08,1.44,0.36,17.63,0,2.16,0,5.4,16.19,2.16,4.32,3.24,1.8,1.44,3.24,2.52,0.36,1.44,0.72,2.16,0,0,0,2.16,9.71,3.96,1.44,2.16,2.52,0.72,10.79,7.91,1.08,12.59,0.72,8.27,3.96,0,0,2.16,0,0,0,0,0,0,0,0,0,8.99,3.96,2.16,0,0,0,0,0,0,2.88,0,0
1b,654,control,"When my mom and I would get into arguments, I would go to my room and slam the door behind me. My mom hated that I slammed the door because it caused cracks in our ceilings. I didn't think about not slamming my door because I was so mad and did not want to listen to my mom.",58,8.57,4.25,99,1,19.33,10.34,93.1,63.79,24.14,20.69,18.97,1.72,0,0,0,3.45,3.45,12.07,8.62,5.17,12.07,5.17,18.97,0,0,1.72,0,0,5.17,0,5.17,0,5.17,0,10.34,5.17,0,5.17,0,17.24,1.72,5.17,5.17,0,0,5.17,1.72,0,1.72,0,0,0,0,0,0,3.45,1.72,0,0,1.72,0,6.9,8.62,0,17.24,1.72,13.79,1.72,0,0,6.9,0,0,0,0,0,0,0,0,0,8.62,5.17,1.72,0,0,0,0,0,0,1.72,0,0
1b,655,control,My friend wanted to get a tattoo and her parents did not want her to get a tattoo. I advised that she talk to them about getting the tattoo before hand to at least let them know that she was going to do it. She didn't tell them until after she got the tattoo and they were very displeased with her. Her parents had a very extreme reaction to the tattoo and she continuously relies on me for support regarding this issue.,82,56.27,92.82,1,48.39,20.5,12.2,89.02,65.85,24.39,19.51,3.66,0,0,10.98,4.88,4.88,7.32,18.29,8.54,3.66,4.88,2.44,20.73,4.88,3.66,0,0,1.22,1.22,1.22,0,0,0,0,23.17,2.44,1.22,10.98,0,7.32,1.22,1.22,2.44,0,0,2.44,1.22,0,0,1.22,1.22,1.22,0,0,0,8.54,3.66,0,0,4.88,0,8.54,9.76,1.22,7.32,1.22,2.44,3.66,1.22,0,0,0,0,0,0,0,0,0,0,0,6.1,4.88,0,0,0,0,0,0,0,1.22,0,0
1b,10,as3party,"There was an argument in the household between Person 1 and Roommates 1 and 2. Person one had been """"therapist shopping"""" for a while, making appointments with multiple mental health professionals in an attempt to move to a better place regarding some long standing issues with anxiety and depression. They had narrowed in down to two options, but were unsure who they wanted to continue with and resolved to attend at least one more session with each person. They made mention that they would be uncomfortable telling either professional that they had decided to continue treatment elsewhere, so they would probably end up sending an email in order to make the process less stressful (they would find it very stressful to tell it to the person face to face). The roommates, however, felt very strongly that Person 1 was avoiding confrontation, and that Person 1 would be much better off talking face to face with their therapist when they decided to not continue treatment. They pressured Person 1 about this for some time, until Person 1 began to feel resentful of the fact that the others in the house were attempting to make decisions about their healthcare FOR them.",199,88.04,88.6,28.48,1,33.17,23.62,91.96,50.25,11.06,6.03,0,0,0,0,6.03,5.03,6.03,18.59,7.04,4.52,5.53,0.5,15.58,3.52,3.02,1.01,5.03,4.52,7.54,2.01,5.53,3.52,1.51,0.5,15.08,0,1.01,0,0,13.57,3.52,2.01,2.51,2.51,0.5,2.51,1.01,0,0,1.01,3.52,2.01,1.51,0,0,5.53,1.01,1.51,2.01,1.01,1.01,7.54,6.03,0,14.07,1.51,7.54,4.52,1.51,0.5,2.01,0.5,0,0,0,0,0,0,0,0,9.55,3.02,3.52,0,0,0,0,0,2.01,0,1.01,0
1b,12,as3party,"Both girls aren't talking, when there was a point in their lives not too long ago that they talked every day. It first started when Kira's unhealthy relationship ended, and she finally felt free from what had been holding her back for so long. Since the relationship had caused her to be distant from her friends, she didn't have anyone to turn to. She found and latched onto another girl, and they became inseperable. Even though Kira and the first girl had been cordial before this new girl came into the picture, from then on Kira had no interest in having any other people in her life, and she felt the new girl was all that she needed. The first girl, however, was also in an unhealthy relationship throughout all of this. Kira felt as though she couldn't be around her and couldn't be her friend to witness what she had already been through.This pushed them further and further away, until they no longer talked even in an acquaintance way. There were attempts at ending the silence with family and friends still communicating, but it has never been the same since.",192,22.13,87.4,55.79,44.87,24,16.15,94.79,63.02,15.62,9.38,0,0,0,6.77,2.6,6.25,5.21,14.58,11.98,9.38,9.9,4.17,19.79,4.69,3.12,2.08,1.56,3.12,1.04,1.04,0,0,0,0,19.79,0.52,2.08,9.9,0,13.02,2.6,1.56,1.56,1.04,2.08,4.17,2.6,0.52,0.52,1.56,2.08,0,2.08,0,0,5.73,4.17,1.56,0,0,0,14.06,4.17,0.52,23.44,1.56,10.94,11.46,0,0.52,0.52,0.52,0,0,0,0,0,0,0,0,12.5,4.69,5.21,0,0,0,0,0,0,2.6,0,0
1b,16,as3party,"They are both maintaining a lot of eye contact. Although it seems like they are interacting with each other, nobody is actually paying attention to what the other person is saying. Both of the parties are yelling at each other. One of the people start crying and many people are starting to watch them. This takes place during the day outside of Starbucks. Someone keeps talking about things that happened in the past while the other person talks about what happened in the present. They are not on the same page about how things happened. One of the person looks like they want to leave. The other one insists that they continue to talk about this.",116,83.44,78.11,59.31,13.98,12.89,16.38,96.55,58.62,18.97,5.17,0,0,0,0,5.17,13.79,9.48,18.97,6.03,5.17,3.45,1.72,20.69,0.86,2.59,2.59,2.59,5.17,2.59,0.86,1.72,0,0.86,0.86,16.38,0,0.86,0,0,12.07,1.72,0.86,0.86,2.59,0,6.9,4.31,2.59,1.72,0,0.86,0.86,0,0,0,2.59,1.72,0,0,0.86,0,3.45,16.38,0,14.66,0.86,6.9,6.9,0.86,0.86,0,0.86,0,0,0,0,0,0,0,0,8.62,7.76,0.86,0,0,0,0,0,0,0,0,0
1b,37,as3party,"A brother and sister were arguing about whether the brother should play football. The sister was telling the brother not to play football because the brother had just finished rehab from a serious car accident he was in. The sister was explaining the physiological reasons to why he should not play, explaining the damage the brain goes through when the head makes a contact hit with another person. However, the brother thought the sister was freaking out over nothing since so many guys play football. The sister kept arguing about the consequences of having concussions, even pulling up articles about the severity of this issue. The brother still did not believe her and thought she just got all this from media and movies. The sister became quite frustrated because she was a human physiology major and learned about the importance of the brain along with the body. As the sister's frustration grew, she became teary eyed. She said that she was not crying because of the idea of her brother playing football but that she was concerned for her brother's life. The argument ended by the brother walking away to go chat with friends.",194,90.59,91.79,3.1,7.74,19.4,26.8,94.85,54.64,8.25,5.67,0,0,0,5.67,0,2.58,13.92,14.43,6.7,6.19,6.7,2.58,19.07,1.03,0.52,1.55,0,1.55,8.25,3.09,4.64,0,2.58,0.52,20.62,8.25,1.55,8.25,6.19,14.95,5.15,4.12,1.03,0.52,1.03,3.61,1.03,0.52,0.52,0,3.61,2.58,1.03,0,0,11.86,9.28,0.52,1.03,0.52,0.52,9.79,2.06,0,7.73,3.09,2.58,2.06,0.52,5.67,0,0,0,0,0.52,0.52,0,0,0,0,8.25,5.15,2.06,0,0,0,0,0,0,1.03,0,0
1b,48,as3party,In an shared office one person listens to music without headphones on over the time they take for their lunch break. The music is not turned up particularly loud but since it's a shared space it can be heard by everyone in the office. Another person in the office tended to continue working during the time the first person took their lunch break. She asked the first person on several occasions to use headphones. They never did.,77,96.65,87.87,89.63,74.18,15.4,14.29,97.4,53.25,11.69,6.49,0,0,0,1.3,5.19,5.19,11.69,19.48,6.49,2.6,1.3,3.9,19.48,0,0,0,3.9,2.6,2.6,2.6,0,0,0,0,19.48,0,0,1.3,0,10.39,0,2.6,0,0,3.9,3.9,6.49,0,6.49,0,2.6,0,0,0,2.6,11.69,2.6,3.9,2.6,2.6,0,10.39,10.39,0,25.97,1.3,10.39,11.69,5.19,2.6,0,0,0,0,0,0,0,0,0,0,7.79,6.49,0,0,0,0,0,0,0,1.3,0,0
1b,56,as3party,"One person is trying to study in their room. The other person is blasting music and singing. The person studying exits the room and asks to turn down the noise. The person listening to music turns it down. But, soon after the volume goes up again. The person studying exits room again. Both people start fighting over the level of noise. It ends when both storm off in their room.",70,97.54,90.06,99,8.64,8.75,8.57,95.71,48.57,7.14,2.86,0,0,0,0,2.86,4.29,11.43,17.14,2.86,5.71,5.71,0,14.29,1.43,1.43,1.43,1.43,2.86,1.43,0,1.43,0,1.43,0,15.71,0,0,0,0,4.29,0,0,0,1.43,0,2.86,8.57,0,8.57,0,0,0,0,0,0,7.14,0,1.43,5.71,0,0,0,10,1.43,37.14,4.29,22.86,10,4.29,4.29,5.71,0,0,0,0,0,0,0,0,0,12.86,11.43,1.43,0,0,0,0,0,0,0,0,0
1b,63,as3party,"The friend group agreed to go on a weekend trip to Portland. Group A, Two of the girls planned and budgeted everything out. Group B, The other two did not do anything. Group A was ok with that because they like to plan for trips. Group B was excited to go but did not understand all the planning it takes. But Group A is ok with that. As the Portland trip is coming up Group B starts asking logistic questions and Group A gives them answers. Group B then starts asking why we are not doing particular activities. Group A gets annoyed since Group B did not help with planning at all. Overall, the trip when fine but Group B did not respect the plans Group A made, but Group A was lenient with plans just annoyed that their hard work was wasted in planning.",145,83.44,77.59,52.53,85.87,14.5,16.55,95.86,49.66,7.59,2.76,0,0.69,0,0,2.07,4.83,10.34,11.72,8.97,2.07,6.9,3.45,18.62,3.45,1.38,1.38,1.38,11.03,6.21,4.83,1.38,0,1.38,0,17.24,0,0.69,0.69,0,15.17,2.07,2.76,0,2.07,2.07,6.9,0.69,0,0,0.69,0,0,0,0,0,20.69,11.72,5.52,2.07,2.07,0,6.21,9.66,5.52,12.41,4.83,3.45,4.14,0.69,0.69,0,0.69,0,0,5.52,0,4.14,1.38,0,0,9.66,6.9,2.76,0,0,0,0,0,0,0,0,0
1b,77,as3party,"A young woman attends middle or high school. She is on the computer in a class away from her friends, when she receives a notification for a message on Google Hangouts. It is from her friends, using language that was meant to hurt the girl. The girl asks her friends why they are doing this to her and they respond that it is because they dislike her. The girl asks her friend sitting beside her if she also dislikes her and says she does not. The girl then tries to act tough and tells her friends to meet her by her locker to talk about the situation (or fight about the situation). They do not show up, and the girl ends up getting onto the bus. There, one of her friends that sent her this message sits away from her. A guy friend of the girl asks her what's wrong as she cries. She explains the situation and he tells her that the friends were in the wrong. She gets home and tells her father what has happened and he takes her to her friend's house to talk to her friend's father about the situation. The fathers make them hug but blame the girl and not the friend for what has happened.",212,65.04,99,1,1.09,17.67,14.15,94.81,60.85,21.23,16.04,0,0,0,13.68,2.36,5.19,10.38,14.15,5.66,3.3,8.02,1.42,16.98,3.3,0.94,2.36,0.47,0,4.72,0.47,3.77,0,0.94,0.94,35.85,1.42,4.72,16.51,2.83,6.13,0.94,1.89,0.47,1.42,0,3.3,1.42,0.47,0.47,0.47,0,0,0,0,0,10.85,6.6,0.47,1.42,1.42,0.94,2.83,13.21,0.47,9.91,1.42,6.6,2.36,1.42,0.47,0.94,0,0,0,0,0,0,0,0,0,9.91,5.66,1.89,0,0,0,0,0,0,1.42,0.94,0
1b,81,as3party,"This conflict happened a couple of years ago. It took place in the summer between Bennett and Garrett at Josh's house. Earlier in the year, Bennett had slept with Garrett's ex-girlfriend, who he clearly still had feelings for. When Garrett found out, Bennett was in town at the time and they saw each other at Josh's house. Garrett confronted Bennett about it and Bennett played it as if it were no big deal. """"It was almost a year ago, get over it"""" he said. """"How would you like it if I slept with your ex,"""" Garrett remarked. Bennett gave him the go ahead, as if he didn't care. Sure enough, Garrett went and hooked up with her later that summer and immediately told Bennett about it. At that point Bennett was furious that he would do something so petty, but that's who Garrett was. They beefed for months but eventually it all subsided.",153,34.33,72.17,45.11,37.33,13.91,19.61,84.97,56.86,18.95,7.19,0.65,0,1.31,3.92,1.31,11.76,3.92,14.38,7.84,6.54,9.8,1.31,17.65,3.92,2.61,2.61,0,1.96,4.58,2.61,1.96,0,1.96,0,11.11,0,0.65,0.65,3.27,11.11,1.31,0.65,3.27,3.27,1.96,4.58,2.61,0.65,1.31,0.65,1.31,1.31,0,0,0,3.92,0,0.65,1.96,1.31,0,14.38,3.92,1.31,20.92,1.31,9.15,10.46,0,0.65,1.31,0,0,0,0.65,0,0,0,0,0,21.57,7.19,5.23,0,0,0,0,0.65,5.23,3.27,0,0
1b,92,as3party,"Parents are arguing about whether their daughter should stay in school or not. The daughter wants to stop going to school and do online school at home, but the parents want her to live in inpatient treatment. Both don't want her going back to school and yet their argument is very intense. Daughter keeps going to school until she refuses to go anymore and is sent to a hospital a few hours away. Parents visit separately. Parents finally agree to let daughter stay at home. Turns out inpatient wasn't a good fit. Daughter is unsatisfied, parents equally so. Conflict reoccurs a few months later. Same outcome.",106,78.54,85.04,72.17,25.77,10.6,25.47,92.45,46.23,5.66,4.72,0,0,0,2.83,1.89,0.94,5.66,15.09,8.49,5.66,7.55,2.83,21.7,4.72,2.83,0.94,0,3.77,3.77,1.89,1.89,0,1.89,0,18.87,9.43,0,7.55,0,10.38,0,0.94,3.77,0.94,0,5.66,0,0,0,0,1.89,0,1.89,0,0,7.55,4.72,0,0.94,0.94,0.94,1.89,14.15,3.77,25.47,8.49,11.32,8.49,4.72,0,1.89,0,0,0,0.94,0,0,0.94,0,0,13.21,9.43,1.89,0,0,0,0,0,0,1.89,0,0
1b,97,as3party,"Two people live together. During the pandemic, one of them asks the other to use a personal hand towel to dry their hands in the kitchen. The other person thinks this is unreasonable because going upstairs will involve touching things right after washing their hands. This defeats the purpose of the hand-washing. They talk about it briefly in the kitchen. It is a mild and not emotional disagreement. The solution is that the other person tacitly agrees to not use a hand towel in the kitchen. The two people resolve this on good terms. However, it is clear they are frustrated with one another. They make dinner.",108,87.16,74.17,33.94,13.28,10.8,22.22,93.52,52.78,16.67,5.56,0,0,0,0,5.56,11.11,12.96,12.04,5.56,2.78,2.78,1.85,13.89,4.63,0.93,0,3.7,0.93,7.41,2.78,3.7,0,0.93,0,13.89,0,0,0,0,13.89,2.78,5.56,0,0,0.93,5.56,7.41,0.93,0,6.48,11.11,4.63,2.78,0,3.7,5.56,0.93,3.7,0.93,0.93,0,0,11.11,1.85,10.19,1.85,6.48,2.78,0,0,2.78,0,0,0,0,0,0,0,0,0,12.04,9.26,1.85,0,0,0,0,0.93,0,0,0,0
